formula,pattern,template_formula,template_file,roles,chalcogen,halide,charge_check
NaMgTeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Mg,Te,I,sum(role_charge*stoich)=2*Ch+X
NaCaSF,A1B1_Ch1_X1,SrAgSF,mp-1078562.cif,A1:Na;B1:Ca,S,F,sum(role_charge*stoich)=2*Ch+X
NaCaSCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ca,S,Cl,sum(role_charge*stoich)=2*Ch+X
NaCaSBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ca,S,Br,sum(role_charge*stoich)=2*Ch+X
NaCaSI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ca,S,I,sum(role_charge*stoich)=2*Ch+X
NaCaSeF,A1B1_Ch1_X1,SrCuSeF,mp-21228.cif,A1:Na;B1:Ca,Se,F,sum(role_charge*stoich)=2*Ch+X
NaCaSeCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ca,Se,Cl,sum(role_charge*stoich)=2*Ch+X
NaCaSeBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ca,Se,Br,sum(role_charge*stoich)=2*Ch+X
NaCaSeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ca,Se,I,sum(role_charge*stoich)=2*Ch+X
NaCaTeF,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:Na;B1:Ca,Te,F,sum(role_charge*stoich)=2*Ch+X
NaCaTeCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ca,Te,Cl,sum(role_charge*stoich)=2*Ch+X
NaCaTeBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ca,Te,Br,sum(role_charge*stoich)=2*Ch+X
NaCaTeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ca,Te,I,sum(role_charge*stoich)=2*Ch+X
NaSrSF,A1B1_Ch1_X1,SrAgSF,mp-1078562.cif,A1:Na;B1:Sr,S,F,sum(role_charge*stoich)=2*Ch+X
NaSrSCl,A1B1_Ch1_X1,SrAgSF,mp-1078562.cif,A1:Na;B1:Sr,S,Cl,sum(role_charge*stoich)=2*Ch+X
NaSrSBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Sr,S,Br,sum(role_charge*stoich)=2*Ch+X
NaSrSI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Sr,S,I,sum(role_charge*stoich)=2*Ch+X
NaSrSeF,A1B1_Ch1_X1,SrCuSeF,mp-21228.cif,A1:Na;B1:Sr,Se,F,sum(role_charge*stoich)=2*Ch+X
NaSrSeCl,A1B1_Ch1_X1,SrCuSeF,mp-21228.cif,A1:Na;B1:Sr,Se,Cl,sum(role_charge*stoich)=2*Ch+X
NaSrSeBr,A1B1_Ch1_X1,SrCuSeF,mp-21228.cif,A1:Na;B1:Sr,Se,Br,sum(role_charge*stoich)=2*Ch+X
NaSrSeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Sr,Se,I,sum(role_charge*stoich)=2*Ch+X
NaSrTeF,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:Na;B1:Sr,Te,F,sum(role_charge*stoich)=2*Ch+X
NaSrTeCl,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:Na;B1:Sr,Te,Cl,sum(role_charge*stoich)=2*Ch+X
NaSrTeBr,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:Na;B1:Sr,Te,Br,sum(role_charge*stoich)=2*Ch+X
NaSrTeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Sr,Te,I,sum(role_charge*stoich)=2*Ch+X
BaNaSF,A1B1_Ch1_X1,BaAgSF,mp-1086652.cif,A1:Na;B1:Ba,S,F,sum(role_charge*stoich)=2*Ch+X
BaNaSCl,A1B1_Ch1_X1,BaAgSF,mp-1086652.cif,A1:Na;B1:Ba,S,Cl,sum(role_charge*stoich)=2*Ch+X
BaNaSBr,A1B1_Ch1_X1,BaAgSF,mp-1086652.cif,A1:Na;B1:Ba,S,Br,sum(role_charge*stoich)=2*Ch+X
BaNaSI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ba,S,I,sum(role_charge*stoich)=2*Ch+X
BaNaSeF,A1B1_Ch1_X1,BaAgSeF,mp-1079647.cif,A1:Na;B1:Ba,Se,F,sum(role_charge*stoich)=2*Ch+X
BaNaSeCl,A1B1_Ch1_X1,BaAgSeF,mp-1079647.cif,A1:Na;B1:Ba,Se,Cl,sum(role_charge*stoich)=2*Ch+X
BaNaSeBr,A1B1_Ch1_X1,BaAgSeF,mp-1079647.cif,A1:Na;B1:Ba,Se,Br,sum(role_charge*stoich)=2*Ch+X
BaNaSeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ba,Se,I,sum(role_charge*stoich)=2*Ch+X
BaNaTeF,A1B1_Ch1_X1,BaAgTeF,mp-16742.cif,A1:Na;B1:Ba,Te,F,sum(role_charge*stoich)=2*Ch+X
BaNaTeCl,A1B1_Ch1_X1,BaAgTeF,mp-16742.cif,A1:Na;B1:Ba,Te,Cl,sum(role_charge*stoich)=2*Ch+X
BaNaTeBr,A1B1_Ch1_X1,BaAgTeF,mp-16742.cif,A1:Na;B1:Ba,Te,Br,sum(role_charge*stoich)=2*Ch+X
BaNaTeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ba,Te,I,sum(role_charge*stoich)=2*Ch+X
NaMnSF,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Mn,S,F,sum(role_charge*stoich)=2*Ch+X
NaMnSCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Mn,S,Cl,sum(role_charge*stoich)=2*Ch+X
NaMnSBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Mn,S,Br,sum(role_charge*stoich)=2*Ch+X
NaMnSI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Mn,S,I,sum(role_charge*stoich)=2*Ch+X
NaMnSeF,A1B1_Ch1_X1,SrCuSeF,mp-21228.cif,A1:Na;B1:Mn,Se,F,sum(role_charge*stoich)=2*Ch+X
NaMnSeCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Mn,Se,Cl,sum(role_charge*stoich)=2*Ch+X
NaMnSeBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Mn,Se,Br,sum(role_charge*stoich)=2*Ch+X
NaMnSeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Mn,Se,I,sum(role_charge*stoich)=2*Ch+X
NaMnTeF,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:Na;B1:Mn,Te,F,sum(role_charge*stoich)=2*Ch+X
NaMnTeCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Mn,Te,Cl,sum(role_charge*stoich)=2*Ch+X
NaMnTeBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Mn,Te,Br,sum(role_charge*stoich)=2*Ch+X
NaMnTeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Mn,Te,I,sum(role_charge*stoich)=2*Ch+X
NaFeSF,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Fe,S,F,sum(role_charge*stoich)=2*Ch+X
NaFeSCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Fe,S,Cl,sum(role_charge*stoich)=2*Ch+X
NaFeSBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Fe,S,Br,sum(role_charge*stoich)=2*Ch+X
NaFeSI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Fe,S,I,sum(role_charge*stoich)=2*Ch+X
NaFeSeF,A1B1_Ch1_X1,SrCuSeF,mp-21228.cif,A1:Na;B1:Fe,Se,F,sum(role_charge*stoich)=2*Ch+X
NaFeSeCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Fe,Se,Cl,sum(role_charge*stoich)=2*Ch+X
NaFeSeBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Fe,Se,Br,sum(role_charge*stoich)=2*Ch+X
NaFeSeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Fe,Se,I,sum(role_charge*stoich)=2*Ch+X
NaFeTeF,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:Na;B1:Fe,Te,F,sum(role_charge*stoich)=2*Ch+X
NaFeTeCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Fe,Te,Cl,sum(role_charge*stoich)=2*Ch+X
NaFeTeBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Fe,Te,Br,sum(role_charge*stoich)=2*Ch+X
NaFeTeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Fe,Te,I,sum(role_charge*stoich)=2*Ch+X
NaCoSF,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Co,S,F,sum(role_charge*stoich)=2*Ch+X
NaCoSCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Co,S,Cl,sum(role_charge*stoich)=2*Ch+X
NaCoSBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Co,S,Br,sum(role_charge*stoich)=2*Ch+X
NaCoSI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Co,S,I,sum(role_charge*stoich)=2*Ch+X
NaCoSeF,A1B1_Ch1_X1,SrCuSeF,mp-21228.cif,A1:Na;B1:Co,Se,F,sum(role_charge*stoich)=2*Ch+X
NaCoSeCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Co,Se,Cl,sum(role_charge*stoich)=2*Ch+X
NaCoSeBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Co,Se,Br,sum(role_charge*stoich)=2*Ch+X
NaCoSeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Co,Se,I,sum(role_charge*stoich)=2*Ch+X
NaCoTeF,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:Na;B1:Co,Te,F,sum(role_charge*stoich)=2*Ch+X
NaCoTeCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Co,Te,Cl,sum(role_charge*stoich)=2*Ch+X
NaCoTeBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Co,Te,Br,sum(role_charge*stoich)=2*Ch+X
NaCoTeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Co,Te,I,sum(role_charge*stoich)=2*Ch+X
NaNiSF,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ni,S,F,sum(role_charge*stoich)=2*Ch+X
NaNiSCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ni,S,Cl,sum(role_charge*stoich)=2*Ch+X
NaNiSBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ni,S,Br,sum(role_charge*stoich)=2*Ch+X
NaNiSI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ni,S,I,sum(role_charge*stoich)=2*Ch+X
NaNiSeF,A1B1_Ch1_X1,SrCuSeF,mp-21228.cif,A1:Na;B1:Ni,Se,F,sum(role_charge*stoich)=2*Ch+X
NaNiSeCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ni,Se,Cl,sum(role_charge*stoich)=2*Ch+X
NaNiSeBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ni,Se,Br,sum(role_charge*stoich)=2*Ch+X
NaNiSeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ni,Se,I,sum(role_charge*stoich)=2*Ch+X
NaNiTeF,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:Na;B1:Ni,Te,F,sum(role_charge*stoich)=2*Ch+X
NaNiTeCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ni,Te,Cl,sum(role_charge*stoich)=2*Ch+X
NaNiTeBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ni,Te,Br,sum(role_charge*stoich)=2*Ch+X
NaNiTeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ni,Te,I,sum(role_charge*stoich)=2*Ch+X
NaCuSI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Cu,S,I,sum(role_charge*stoich)=2*Ch+X
NaZnSF,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Zn,S,F,sum(role_charge*stoich)=2*Ch+X
NaZnSCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Zn,S,Cl,sum(role_charge*stoich)=2*Ch+X
NaZnSBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Zn,S,Br,sum(role_charge*stoich)=2*Ch+X
NaZnSI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Zn,S,I,sum(role_charge*stoich)=2*Ch+X
NaZnSeF,A1B1_Ch1_X1,SrCuSeF,mp-21228.cif,A1:Na;B1:Zn,Se,F,sum(role_charge*stoich)=2*Ch+X
NaZnSeCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Zn,Se,Cl,sum(role_charge*stoich)=2*Ch+X
NaZnSeBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Zn,Se,Br,sum(role_charge*stoich)=2*Ch+X
NaZnSeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Zn,Se,I,sum(role_charge*stoich)=2*Ch+X
NaZnTeF,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:Na;B1:Zn,Te,F,sum(role_charge*stoich)=2*Ch+X
NaZnTeCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Zn,Te,Cl,sum(role_charge*stoich)=2*Ch+X
NaZnTeBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Zn,Te,Br,sum(role_charge*stoich)=2*Ch+X
NaZnTeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Zn,Te,I,sum(role_charge*stoich)=2*Ch+X
NaGeSF,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ge,S,F,sum(role_charge*stoich)=2*Ch+X
NaGeSCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ge,S,Cl,sum(role_charge*stoich)=2*Ch+X
NaGeSBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ge,S,Br,sum(role_charge*stoich)=2*Ch+X
NaGeSI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ge,S,I,sum(role_charge*stoich)=2*Ch+X
NaGeSeF,A1B1_Ch1_X1,SrCuSeF,mp-21228.cif,A1:Na;B1:Ge,Se,F,sum(role_charge*stoich)=2*Ch+X
NaGeSeCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ge,Se,Cl,sum(role_charge*stoich)=2*Ch+X
NaGeSeBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ge,Se,Br,sum(role_charge*stoich)=2*Ch+X
NaGeSeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ge,Se,I,sum(role_charge*stoich)=2*Ch+X
NaGeTeF,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:Na;B1:Ge,Te,F,sum(role_charge*stoich)=2*Ch+X
NaGeTeCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ge,Te,Cl,sum(role_charge*stoich)=2*Ch+X
NaGeTeBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ge,Te,Br,sum(role_charge*stoich)=2*Ch+X
NaGeTeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Ge,Te,I,sum(role_charge*stoich)=2*Ch+X
NaSnSF,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Sn,S,F,sum(role_charge*stoich)=2*Ch+X
NaSnSCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Sn,S,Cl,sum(role_charge*stoich)=2*Ch+X
NaSnSBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Sn,S,Br,sum(role_charge*stoich)=2*Ch+X
NaSnSI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Sn,S,I,sum(role_charge*stoich)=2*Ch+X
NaSnSeF,A1B1_Ch1_X1,SrCuSeF,mp-21228.cif,A1:Na;B1:Sn,Se,F,sum(role_charge*stoich)=2*Ch+X
NaSnSeCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Sn,Se,Cl,sum(role_charge*stoich)=2*Ch+X
NaSnSeBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Sn,Se,Br,sum(role_charge*stoich)=2*Ch+X
NaSnSeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Sn,Se,I,sum(role_charge*stoich)=2*Ch+X
NaSnTeF,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:Na;B1:Sn,Te,F,sum(role_charge*stoich)=2*Ch+X
NaSnTeCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Sn,Te,Cl,sum(role_charge*stoich)=2*Ch+X
NaSnTeBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Sn,Te,Br,sum(role_charge*stoich)=2*Ch+X
NaSnTeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Sn,Te,I,sum(role_charge*stoich)=2*Ch+X
NaPdSF,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pd,S,F,sum(role_charge*stoich)=2*Ch+X
NaPdSCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pd,S,Cl,sum(role_charge*stoich)=2*Ch+X
NaPdSBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pd,S,Br,sum(role_charge*stoich)=2*Ch+X
NaPdSI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pd,S,I,sum(role_charge*stoich)=2*Ch+X
NaPdSeF,A1B1_Ch1_X1,SrCuSeF,mp-21228.cif,A1:Na;B1:Pd,Se,F,sum(role_charge*stoich)=2*Ch+X
NaPdSeCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pd,Se,Cl,sum(role_charge*stoich)=2*Ch+X
NaPdSeBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pd,Se,Br,sum(role_charge*stoich)=2*Ch+X
NaPdSeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pd,Se,I,sum(role_charge*stoich)=2*Ch+X
NaTePdF,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:Na;B1:Pd,Te,F,sum(role_charge*stoich)=2*Ch+X
NaTePdCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pd,Te,Cl,sum(role_charge*stoich)=2*Ch+X
NaTePdBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pd,Te,Br,sum(role_charge*stoich)=2*Ch+X
NaTePdI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pd,Te,I,sum(role_charge*stoich)=2*Ch+X
NaPtSF,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pt,S,F,sum(role_charge*stoich)=2*Ch+X
NaPtSCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pt,S,Cl,sum(role_charge*stoich)=2*Ch+X
NaPtSBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pt,S,Br,sum(role_charge*stoich)=2*Ch+X
NaPtSI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pt,S,I,sum(role_charge*stoich)=2*Ch+X
NaPtSeF,A1B1_Ch1_X1,SrCuSeF,mp-21228.cif,A1:Na;B1:Pt,Se,F,sum(role_charge*stoich)=2*Ch+X
NaPtSeCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pt,Se,Cl,sum(role_charge*stoich)=2*Ch+X
NaPtSeBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pt,Se,Br,sum(role_charge*stoich)=2*Ch+X
NaPtSeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pt,Se,I,sum(role_charge*stoich)=2*Ch+X
NaTePtF,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:Na;B1:Pt,Te,F,sum(role_charge*stoich)=2*Ch+X
NaTePtCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pt,Te,Cl,sum(role_charge*stoich)=2*Ch+X
NaTePtBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pt,Te,Br,sum(role_charge*stoich)=2*Ch+X
NaTePtI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:Na;B1:Pt,Te,I,sum(role_charge*stoich)=2*Ch+X
KMgSF,A1B1_Ch1_X1,SrAgSF,mp-1078562.cif,A1:K;B1:Mg,S,F,sum(role_charge*stoich)=2*Ch+X
KMgSCl,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:K;B1:Mg,S,Cl,sum(role_charge*stoich)=2*Ch+X
KMgSBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:K;B1:Mg,S,Br,sum(role_charge*stoich)=2*Ch+X
KMgSI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:K;B1:Mg,S,I,sum(role_charge*stoich)=2*Ch+X
KMgSeF,A1B1_Ch1_X1,BaAgSeF,mp-1079647.cif,A1:K;B1:Mg,Se,F,sum(role_charge*stoich)=2*Ch+X
KMgSeCl,A1B1_Ch1_X1,BaAgSeF,mp-1079647.cif,A1:K;B1:Mg,Se,Cl,sum(role_charge*stoich)=2*Ch+X
KMgSeBr,A1B1_Ch1_X1,BaAgSeF,mp-1079647.cif,A1:K;B1:Mg,Se,Br,sum(role_charge*stoich)=2*Ch+X
KMgSeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:K;B1:Mg,Se,I,sum(role_charge*stoich)=2*Ch+X
KMgTeF,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:K;B1:Mg,Te,F,sum(role_charge*stoich)=2*Ch+X
KMgTeCl,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:K;B1:Mg,Te,Cl,sum(role_charge*stoich)=2*Ch+X
KMgTeBr,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:K;B1:Mg,Te,Br,sum(role_charge*stoich)=2*Ch+X
KMgTeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:K;B1:Mg,Te,I,sum(role_charge*stoich)=2*Ch+X
KCaSF,A1B1_Ch1_X1,SrAgSF,mp-1078562.cif,A1:K;B1:Ca,S,F,sum(role_charge*stoich)=2*Ch+X
KCaSCl,A1B1_Ch1_X1,SrAgSF,mp-1078562.cif,A1:K;B1:Ca,S,Cl,sum(role_charge*stoich)=2*Ch+X
KCaSBr,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:K;B1:Ca,S,Br,sum(role_charge*stoich)=2*Ch+X
KCaSI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:K;B1:Ca,S,I,sum(role_charge*stoich)=2*Ch+X
KCaSeF,A1B1_Ch1_X1,BaAgSeF,mp-1079647.cif,A1:K;B1:Ca,Se,F,sum(role_charge*stoich)=2*Ch+X
KCaSeCl,A1B1_Ch1_X1,BaAgSeF,mp-1079647.cif,A1:K;B1:Ca,Se,Cl,sum(role_charge*stoich)=2*Ch+X
KCaSeBr,A1B1_Ch1_X1,BaAgSeF,mp-1079647.cif,A1:K;B1:Ca,Se,Br,sum(role_charge*stoich)=2*Ch+X
KCaSeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:K;B1:Ca,Se,I,sum(role_charge*stoich)=2*Ch+X
KCaTeF,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:K;B1:Ca,Te,F,sum(role_charge*stoich)=2*Ch+X
KCaTeCl,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:K;B1:Ca,Te,Cl,sum(role_charge*stoich)=2*Ch+X
KCaTeBr,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:K;B1:Ca,Te,Br,sum(role_charge*stoich)=2*Ch+X
KCaTeI,A1B1_Ch1_X1,NaCuSI,mp-1147584.cif,A1:K;B1:Ca,Te,I,sum(role_charge*stoich)=2*Ch+X
KSrSF,A1B1_Ch1_X1,SrAgSF,mp-1078562.cif,A1:K;B1:Sr,S,F,sum(role_charge*stoich)=2*Ch+X
KSrSCl,A1B1_Ch1_X1,SrAgSF,mp-1078562.cif,A1:K;B1:Sr,S,Cl,sum(role_charge*stoich)=2*Ch+X
KSrSBr,A1B1_Ch1_X1,SrAgSF,mp-1078562.cif,A1:K;B1:Sr,S,Br,sum(role_charge*stoich)=2*Ch+X
KSrSI,A1B1_Ch1_X1,SrAgSF,mp-1078562.cif,A1:K;B1:Sr,S,I,sum(role_charge*stoich)=2*Ch+X
KSrSeF,A1B1_Ch1_X1,SrCuSeF,mp-21228.cif,A1:K;B1:Sr,Se,F,sum(role_charge*stoich)=2*Ch+X
KSrSeCl,A1B1_Ch1_X1,SrCuSeF,mp-21228.cif,A1:K;B1:Sr,Se,Cl,sum(role_charge*stoich)=2*Ch+X
KSrSeBr,A1B1_Ch1_X1,SrCuSeF,mp-21228.cif,A1:K;B1:Sr,Se,Br,sum(role_charge*stoich)=2*Ch+X
KSrSeI,A1B1_Ch1_X1,SrCuSeF,mp-21228.cif,A1:K;B1:Sr,Se,I,sum(role_charge*stoich)=2*Ch+X
KSrTeF,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:K;B1:Sr,Te,F,sum(role_charge*stoich)=2*Ch+X
KSrTeCl,A1B1_Ch1_X1,SrAgTeF,mp-1080438.cif,A1:K;B1:Sr,Te,Cl,sum(role_charge*stoich)=2*Ch+X
